time,open,high,low,close,TWAP,VWAP,Plot
1680393600,28452.74,28530,27856.43,28171.87,28186.100000000002,28186.100000000002,3.314830959536514
1680480000,28171.87,28500.99,27200.24,27800,27833.743333333336,27833.743333333336,3.222932225560809
1680566400,27800,28444.44,27662.79,28165.47,28090.899999999998,28090.899999999998,3.2583389082661824
1680652800,28165.47,28775,27805.1,28170.01,28250.036666666667,28250.036666666667,3.306957147964811
1680739200,28170.01,28182.05,27711,28033.82,27975.623333333333,27975.62333333333,3.2815288917485144
1680825600,28033.83,28100,27766.94,27906.33,27924.423333333336,27924.423333333336,3.3312585897293405
1680912000,27906.34,28154.99,27859.02,27938.38,27984.13,27984.13,3.373140644318887
1680998400,27938.38,28530,27800,28323.76,28217.92,28217.92,3.4619936111741
1681084800,28323.76,29770,28170,29637.34,29192.446666666667,29192.446666666667,3.7293280197764322
1681171200,29637.35,30550,29590,30200.42,30113.47333333333,30113.47333333333,4.040105759460749
1681257600,30200.43,30486,29637.4,29888.07,30003.823333333334,30003.823333333334,4.040129977504118
1681344000,29888.07,30595,29854.59,30373.84,30274.476666666666,30274.476666666666,4.082935511603771
1681430400,30373.84,31000,29966,30466.93,30477.64333333333,30477.643333333326,4.142263583479474
1681516800,30466.93,30595.6,30202,30295.09,30364.23,30364.23,4.129879259141403
1681603200,30295.1,30549.99,30120,30304.65,30324.880000000005,30324.88,4.118426123353786
1681689600,30304.66,30316.06,29240.65,29430.27,29662.32666666667,29662.32666666667,3.9853633384228124
1681776000,29430.27,30485,29096.78,30380.01,29987.263333333332,29987.263333333332,4.00839388952804
1681862400,30380.01,30413.53,28520,28797.1,29243.543333333335,29243.543333333335,3.9095546173385722
1681948800,28797.1,29088.3,28010,28243.65,28447.31666666667,28447.31666666667,3.6269069600312904
1682035200,28243.65,28374.02,27125,27262.84,27587.286666666667,27587.286666666667,3.327565530166497
1682121600,27262.84,27882.72,27140.35,27816.85,27613.306666666667,27613.306666666667,3.051719562084626
1682208000,27816.85,27816.85,27311.25,27590.6,27572.899999999998,27572.899999999998,2.8137047029230255
1682294400,27590.59,28000,26942.82,27510.93,27484.583333333332,27484.583333333332,2.4031758425494485
1682380800,27510.93,28399.99,27192,28300.79,27964.26,27964.26,2.4133483533974207
1682467200,28300.8,30036,27235,28415.29,28562.096666666668,28562.096666666668,2.581872572146063
1682553600,28415.29,29890,28378.86,29472.77,29247.210000000003,29247.210000000003,2.7133604944963188
1682640000,29472.77,29599.54,28891,29311.7,29267.413333333334,29267.413333333334,2.8949837792107496
1682726400,29311.69,29448.88,29031,29230.45,29236.77666666667,29236.77666666667,2.9035994656458195
1682812800,29230.45,29969.39,29079.59,29233.21,29427.396666666667,29427.396666666667,2.6147999371356434
1682899200,29233.2,29337.34,27666.95,28068.26,28357.516666666666,28357.516666666666,1.9958282131912863
1682985600,28068.26,28879.88,27872,28669.86,28473.913333333334,28473.913333333338,1.9580338683350142
1683072000,28669.85,29266.66,28113.69,29026.16,28802.17,28802.17,2.0543545129741263
1683158400,29026.16,29379.83,28663.64,28838.16,28960.543333333335,28960.54333333333,2.133601658516889
1683244800,28838.16,29677,28800,29505.61,29327.536666666667,29327.536666666667,2.151862878512954
1683331200,29505.6,29820,28300,28848.2,28989.399999999998,28989.399999999998,2.0834775733474924
1683417600,28848.19,29138.29,28395.23,28430.1,28654.539999999997,28654.539999999997,1.9474032561149424
1683504000,28430.09,28631.01,27262,27668.79,27853.93333333333,27853.93333333333,1.7047988840773447
1683590400,27668.8,27818,27353,27628.27,27599.756666666668,27599.75666666667,1.444865522872815
1683676800,27628.28,28331.42,26777,27598.75,27569.056666666667,27569.056666666667,1.5089375591480048
1683763200,27598.74,27630.14,26702.05,26968.62,27100.27,27100.269999999997,1.4678666615968856
1683849600,26968.61,27091.12,25811.46,26795.01,26565.86333333333,26565.86333333333,1.1528475728868637
1683936000,26795.01,27045.45,26692.03,26775.28,26837.586666666666,26837.586666666666,1.0892709448914852
1684022400,26775.27,27200,26560.53,26917.62,26892.716666666664,26892.716666666664,1.1942457889257285
1684108800,26917.61,27663.59,26726,27162.14,27183.91,27183.91,1.3102836583922972
1684195200,27162.15,27296.89,26852.11,27033.84,27060.946666666667,27060.946666666667,1.4098581864813424
1684281600,27033.85,27500,26544.71,27405.61,27150.10666666667,27150.10666666667,1.5172542752432858
1684368000,27405.62,27485.33,26361.2,26821.28,26889.27,26889.269999999997,1.4345595209986561
1684454400,26821.28,27183.6,26630,26880.26,26897.953333333335,26897.953333333335,1.3731980457632622
1684540800,26880.26,27150,26825.11,27102.43,27025.846666666668,27025.846666666668,1.690464219715968
1684627200,27102.42,27277.55,26666.03,26747.78,26897.12,26897.12,1.9465069726840338
1684713600,26747.78,27099.89,26538.21,26849.27,26829.123333333333,26829.123333333333,1.9070558738277505
1684800000,26849.28,27495.83,26798.11,27219.61,27171.183333333334,27171.183333333334,2.009417346927601
1684886400,27219.61,27219.61,26080.5,26329.01,26543.039999999997,26543.039999999997,1.9525267071634693
1684972800,26329,26631.98,25871.89,26473.79,26325.88666666667,26325.88666666667,1.7308322836031784
1685059200,26473.8,26932.16,26327.24,26705.92,26655.10666666667,26655.10666666667,1.346934002235292
1685145600,26705.93,26895,26551,26854.27,26766.756666666668,26766.756666666668,1.0439799944174708
1685232000,26854.28,28261.32,26764.36,28065,27696.89333333333,27696.893333333326,1.3614553525355895
1685318400,28065.01,28447.14,27524.6,27736.4,27902.713333333333,27902.713333333333,1.3413614413474593
1685404800,27736.39,28038.59,27554,27694.4,27762.329999999998,27762.329999999998,1.291669782486478
1685491200,27694.39,27835.51,26839.01,27210.35,27294.956666666665,27294.956666666665,1.171027308988699
1685577600,27210.36,27350,26605.05,26817.93,26924.32666666667,26924.32666666667,0.9485541760752659
1685664000,26817.93,27300,26505,27242.59,27015.86333333333,27015.86333333333,1.14975872665284
1685750400,27242.59,27333.29,26914.93,27069.22,27105.813333333335,27105.813333333335,1.2663642824040497
1685836800,27069.22,27455.02,26951,27115.21,27173.743333333336,27173.743333333336,1.5164605210633726
1685923200,27115.2,27129.33,25388,25728.2,26081.843333333334,26081.843333333334,1.386381349744828
1686009600,25728.2,27355.33,25351.02,27230.08,26645.47666666667,26645.47666666667,1.3085437846198247
1686096000,27230.07,27391.77,26125.01,26339.34,26618.706666666665,26618.706666666665,1.4139886701018647
1686182400,26339.34,26810,26210,26498.61,26506.203333333335,26506.203333333335,1.3851006933446588
1686268800,26498.62,26783.33,26269.91,26477.81,26510.350000000002,26510.350000000002,1.3620899892340794
1686355200,26477.8,26533.87,25358,25841.21,25911.02666666666,25911.02666666666,1.1392814764910428
1686441600,25841.22,26206.88,25634.7,25925.55,25922.376666666667,25922.376666666667,1.4149142661745304
1686528000,25925.54,26106.48,25602.11,25905.19,25871.26,25871.26,1.6763583032921692
1686614400,25905.2,26433.21,25712.57,25934.25,26026.676666666666,26026.676666666666,1.7283278607086803
1686700800,25934.24,26098,24820.56,25128.6,25349.053333333333,25349.053333333333,1.513733519447134
1686787200,25128.6,25759.01,24800,25598.49,25385.833333333332,25385.833333333332,1.5435004625649276
1686873600,25598.49,26518,25175.56,26345,26012.853333333333,26012.853333333333,2.083096912298133
1686960000,26345.01,26839.99,26181,26516.99,26512.660000000003,26512.660000000007,3.055633276134631
1687046400,26516.99,26700,26255.85,26339.97,26431.940000000002,26431.940000000006,3.866122198607928
1687132800,26339.98,27068.09,26256.61,26844.35,26723.016666666663,26723.016666666663,4.309639055275407
1687219200,26844.35,28402.74,26652,28307.99,27787.57666666667,27787.57666666667,4.748035264747578
1687305600,28308,30800,28257.99,29993.89,29683.960000000003,29683.960000000003,4.916750606983217
1687392000,29993.89,30500,29525.61,29884.92,29970.176666666666,29970.176666666666,4.128718192832818
1687478400,29884.92,31431.94,29800,30688.5,30640.146666666667,30640.14666666667,4.76790438271584
1687564800,30688.51,30800,30250,30527.43,30525.809999999998,30525.809999999998,4.785816491673595
1687651200,30527.44,31046.01,30277.49,30462.66,30595.38666666667,30595.38666666667,3.429275546616662
1687737600,30462.67,30666,29930,30267.99,30287.99666666667,30287.99666666667,2.4794941971821047
1687824000,30267.99,30994.97,30226.17,30692.44,30637.86,30637.86,2.3064863150494985
1687910400,30692.44,30709.74,29858.8,30077.41,30215.316666666666,30215.31666666667,1.885186667733986
1687996800,30077.4,30843.98,30049.98,30447.31,30447.09,30447.09,1.818226799220522
